short_name,long_name,overall,potential,age,height_cm,weight_kg,club_name,league_name,club_position,nationality,preferred_foot,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,pace,shooting,passing,dribbling,defending,physic
A. Trusty,Auston Levi-Jesaiah Trusty,68,78,22,191,85,Colorado Rapids,USA Major League Soccer,LCB,United States,Left,3,2,Low/High,Lean (185+),No,4300000,77,40,47,47,68,78
H. Pickering,Harry Pickering,68,75,22,185,78,Blackburn Rovers,English League Championship,LB,England,Left,2,2,Medium/Medium,Lean (185+),No,4800000,73,51,64,64,62,68
Pablo Larrea,Pablo Guido Larrea Gambara,68,70,27,173,69,CD Tenerife,Spanish Segunda División,SUB,Spain,Right,3,2,Medium/High,Normal (170-185),No,2200000,61,62,65,68,62,64
N. Cordero,Nicolás Fernando Cordero,68,79,22,184,78,Unión de Santa Fe,Argentina Primera División,ST,Argentina,Right,2,2,Medium/Medium,Normal (170-185),No,,68,70,65,68,30,68
Paulo Daineiro,Paulo Bernard Daineiro Cruz,68,68,25,168,62,Ceará Sporting Club,Campeonato Brasileiro Série A,SUB,Brazil,Right,3,3,High/Medium,Normal (170-),No,2500000,87,56,63,74,33,42
P. Neumann,Phil Yannik Neumann,68,73,23,192,82,Holstein Kiel,German 2. Bundesliga,SUB,Germany,Right,3,2,Medium/High,Normal (185+),No,2800000,78,33,54,61,66,75
J. Ngoy,Julien Fontaine Ngoy Bin Cibambi,68,73,23,185,88,KAS Eupen,Belgian Jupiler Pro League,LS,Belgium,Right,3,3,Medium/Low,Stocky (185+),No,2700000,83,65,58,71,25,69
Guilherme Schettine,Guilherme Schettine Guimarães,68,73,25,178,78,FC Vizela,Portuguese Liga ZON SAGRES,SUB,Brazil,Right,3,3,Medium/Low,Normal (170-185),No,,67,68,57,67,24,67
A. Martino,Ángelo Martino,68,75,23,178,73,Club Atlético Talleres,Argentina Primera División,SUB,Argentina,Left,3,3,High/Medium,Normal (170-185),No,3900000,75,56,65,73,61,62
Marc Gual,Marc Gual Huguet,68,72,25,186,73,AD Alcorcón,Spanish Segunda División,RS,Spain,Right,3,3,Medium/Medium,Lean (185+),No,2800000,77,66,55,68,21,64
L. Itter,Gian-Luca Itter,68,75,22,183,76,SpVgg Greuther Fürth,German 1. Bundesliga,SUB,Germany,Left,2,3,High/Medium,Lean (170-185),No,,70,44,63,68,66,62
A. Leautey,Antoine Léautey,68,71,25,172,66,Gil Vicente FC,Portuguese Liga ZON SAGRES,LW,France,Right,3,3,Medium/Medium,Normal (170-185),No,3400000,90,51,63,69,31,49
J. Knight,Josh Knight,68,75,23,185,78,Peterborough United,English League Championship,SUB,England,Right,2,2,Medium/Medium,Normal (185+),No,4500000,58,52,56,61,67,73
N. Reniero,Gastón Nicolás Reniero,68,69,26,183,77,Argentinos Juniors,Argentina Primera División,RS,Argentina,Right,4,3,High/High,Normal (170-185),No,,75,68,58,68,32,67
H. Keyta,Hamidou Keyta,68,69,26,184,77,Santa Clara,Portuguese Liga ZON SAGRES,SUB,France,Right,4,3,High/Low,Lean (170-185),No,3000000,86,69,59,66,38,65
F. Pick,Florian Pick,68,69,25,176,72,1. FC Heidenheim 1846,German 2. Bundesliga,SUB,Germany,Right,4,4,High/Medium,Lean (170-185),No,2300000,84,57,61,71,29,53
E. Zaldívar,Edgar Zaldivar Valverde,68,77,24,175,72,Club Atlas,Mexican Liga MX,SUB,Mexico,Right,3,3,Medium/High,Normal (170-185),No,4800000,69,58,65,69,65,70
N. Barrios,Cristian Nahuel Barrios,68,74,23,156,58,San Lorenzo de Almagro,Argentina Primera División,SUB,Argentina,Right,3,4,High/Low,Normal (170-),No,3200000,82,61,63,75,39,43
Olabe,Roberto Olabe Del Arco,68,73,25,178,74,SD Eibar,Spanish Segunda División,SUB,Spain,Left,3,3,High/High,Normal (170-185),No,3000000,60,59,69,69,56,60
J. Nikolaou,Jannis Nikolaou,68,69,27,183,83,Eintracht Braunschweig,German 3. Bundesliga,LDM,Germany,Left,4,2,Medium/Medium,Normal (170-185),No,1800000,64,39,62,57,67,77
M. Bär,Marcel Bär,68,68,29,184,80,TSV 1860 München,German 3. Bundesliga,LW,Germany,Right,3,3,High/Medium,Normal (170-185),No,1700000,86,58,61,65,38,64
Dani Ojeda,Daniel Ojeda Saranova,68,69,26,178,72,SD Ponferradina,Spanish Segunda División,RM,Spain,Right,5,3,Medium/Medium,Lean (170-185),No,2300000,74,64,60,70,39,61
O. Kiomourtzoglou,Orestis Kiomourtzoglou,68,73,23,188,75,Heracles Almelo,Holland Eredivisie,RDM,Germany,Right,3,2,Medium/High,Normal (185+),No,2600000,59,48,55,59,67,78
H. Al Ghaddioui,Hamadi Al Ghaddioui,68,68,30,190,90,VfB Stuttgart,German 1. Bundesliga,SUB,Germany,Right,3,2,Medium/Medium,Normal (185+),No,2200000,53,71,53,59,29,75
M. Baku,Makana Rudi Baku,68,76,23,177,73,Göztepe SK,Turkish Süper Lig,LW,Germany,Right,4,3,High/Medium,Normal (170-185),No,5900000,90,63,54,73,27,62
M. Thalhammer,Maximilian Thalhammer,68,75,23,190,82,SC Paderborn 07,German 2. Bundesliga,SUB,Germany,Right,3,2,High/High,Lean (185+),No,4100000,66,46,59,62,64,74
Y. Fekir,Yassin Fékir,68,74,24,170,65,Real Betis Balompié,Spain Primera Division,RES,France,Right,3,3,High/Medium,Normal (170-),No,4400000,72,65,62,73,30,53
R. González,Ramiro Gabriel González Hernández,68,68,30,183,80,Club León,Mexican Liga MX,SUB,Argentina,Right,3,2,Medium/Medium,Normal (170-185),No,1700000,32,37,45,50,68,77
J. Angulo,Jesús Alberto Angulo Uriarte,68,77,23,178,78,Club Atlas,Mexican Liga MX,LCB,Mexico,Left,3,2,Medium/High,Normal (170-185),No,4900000,69,41,59,60,66,67
E. Tercero,Eduardo Santiago Tercero Méndez,68,71,25,182,69,Club Tijuana,Mexican Liga MX,SUB,Mexico,Right,3,2,High/Medium,Lean (170-185),Yes,,74,36,53,63,69,66
Rui Costa,Rui Pedro Silva Costa,68,73,25,177,73,Santa Clara,Portuguese Liga ZON SAGRES,ST,Portugal,Right,3,3,High/Medium,Normal (170-185),No,3900000,77,69,60,70,34,64
G. Asís,Gonzalo Asís,68,71,25,174,65,Club Atlético Independiente,Argentina Primera División,SUB,Argentina,Right,3,2,High/Medium,Normal (170-185),No,2400000,75,44,60,67,66,67
Javi Alonso,Javier Alonso Bello,68,78,22,183,75,CD Tenerife,Spanish Segunda División,RES,Spain,Left,3,2,Medium/Medium,Lean (170-185),No,4700000,55,51,66,64,61,74
Ricardo Mangas,Ricardo Luís Chaby Mangas,68,77,23,179,66,FC Girondins de Bordeaux,French Ligue 1,LCB,Portugal,Left,3,2,Medium/Medium,Lean (170-185),No,,68,36,53,66,67,69
Nacho Méndez,Ignacio Méndez Navia Fernández,68,77,23,178,77,Real Sporting de Gijón,Spanish Segunda División,SUB,Spain,Left,4,2,Medium/Medium,Normal (170-185),No,4900000,69,61,70,70,56,69
Miguel,Miguel de la Fuente Escudero,68,79,21,188,83,Deportivo Alavés,Spain Primera Division,SUB,Spain,Right,3,3,High/Medium,Stocky (185+),No,6500000,73,67,52,65,31,72
Fabio González,Fabio González Estupiñán,68,76,24,176,69,Unión Deportiva Las Palmas,Spanish Segunda División,SUB,Spain,Right,3,2,Medium/Medium,Normal (170-185),No,4500000,61,55,61,63,67,66
B. Aouacheria,Bilel Aouacheria,68,68,27,182,77,Gil Vicente FC,Portuguese Liga ZON SAGRES,RW,France,Right,3,3,High/Medium,Normal (170-185),No,2700000,72,64,62,72,38,67
N. Linares,Nicolás Hugo Linares,68,72,25,175,72,Club Atlético Banfield,Argentina Primera División,CDM,Argentina,Right,3,3,Medium/Medium,Normal (170-185),No,2400000,66,54,64,67,67,64
E. Sabbi,Emmanuel Afriyie Mario Sabbi,68,75,23,178,70,Odense Boldklub,Danish Superliga,RW,United States,Right,4,4,High/Low,Lean (170-185),No,3500000,91,62,56,75,38,60
M. Ortíz,Marcelo Damián Ortiz,68,69,27,186,80,Atlético Tucumán,Argentina Primera División,SUB,Argentina,Right,2,2,Medium/Medium,Normal (185+),No,2000000,66,25,52,57,64,70
A. Semenyo,Antoine Semenyo,68,78,21,180,70,Bristol City,English League Championship,SUB,England,Right,4,3,High/Medium,Normal (170-185),No,5700000,84,62,56,70,21,73
B. Garré,Benjamín Antonio Garré,68,79,20,171,63,Racing Club,Argentina Primera División,SUB,Argentina,Left,3,3,High/Medium,Lean (170-185),No,4400000,83,58,61,77,37,55
B. Johnson,Benjamin Johnson,68,78,21,180,69,West Ham United,English Premier League,SUB,England,Right,4,2,High/Medium,Normal (170-185),Yes,5500000,74,37,55,64,65,65
F. Gattoni,Federico Agustín Gattoni,68,78,22,183,72,San Lorenzo de Almagro,Argentina Primera División,SUB,Argentina,Right,4,2,Low/High,Normal (170-185),No,4300000,67,34,53,54,69,70
Pep Biel,Pep Biel Mas Jaume,68,70,24,167,64,F.C. København,Danish Superliga,CAM,Spain,Left,2,3,High/Medium,Normal (170-),No,2200000,72,65,66,71,43,63
Igor Silva,Igor Silva de Almeida,68,73,24,173,66,FC Lorient,French Ligue 1,RWB,Brazil,Right,2,3,High/Medium,Normal (170-185),No,3500000,79,51,61,72,63,63
G. Robail,Gaëtan Robail,68,68,27,182,73,Valenciennes FC,French Ligue 2,LW,France,Right,4,3,High/Medium,Lean (170-185),No,,72,63,70,69,46,59
S. Lorenz,Simon Lorenz,68,73,24,187,84,Holstein Kiel,German 2. Bundesliga,LCB,Germany,Right,3,2,Medium/High,Normal (185+),No,2700000,67,38,51,52,69,74
André Clóvis,André Clóvis Silva Filho,68,75,23,186,78,Estoril Praia,Portuguese Liga ZON SAGRES,ST,Brazil,Right,3,3,Medium/Low,Lean (185+),No,5500000,68,67,56,65,25,62
André Silva,André Oliveira Silva,68,74,24,177,72,FC Arouca,Portuguese Liga ZON SAGRES,ST,Brazil,Left,3,3,Medium/Medium,Normal (170-185),No,4300000,74,66,57,70,33,57
E. Coronel,Emanuel Gustavo Coronel,68,72,24,173,72,Club Atlético Banfield,Argentina Primera División,RB,Argentina,Right,3,2,Medium/Medium,Lean (170-185),No,2500000,68,32,50,56,67,64
E. Williamson,Eryk Williamson,68,75,24,175,70,Portland Timbers,USA Major League Soccer,SUB,United States,Right,3,3,High/High,Normal (170-185),No,3900000,72,57,67,70,63,69
T. Blackmon,Tristan Blackmon,68,73,24,185,81,Los Angeles FC,USA Major League Soccer,LCB,United States,Right,3,2,Medium/Medium,Normal (185+),Yes,2700000,81,42,59,67,64,70
J. Buckley,John Buckley,68,79,21,173,63,Blackburn Rovers,English League Championship,RCM,England,Right,4,3,High/Medium,Lean (170-185),No,5700000,76,59,64,70,61,58
Álex Domínguez,Alejandro Domínguez Romero,68,78,22,186,82,UD Ibiza,Spanish Segunda División,SUB,Spain,Right,2,1,Medium/Medium,Lean (185+),No,,,,,,,
L. Mai,Lars Lukas Mai,68,81,21,190,88,SV Werder Bremen,German 2. Bundesliga,SUB,Germany,Right,3,2,Medium/Medium,Normal (185+),No,,55,31,47,48,67,74
Josep Martínez,Josep Martínez Riera,68,76,23,191,78,RB Leipzig,German 1. Bundesliga,SUB,Spain,Right,3,1,Medium/Medium,Normal (185+),No,4400000,,,,,,
I. Erquiaga,Iván Erquiaga,68,77,23,176,72,Club Atlético Huracán,Argentina Primera División,SUB,Argentina,Left,3,3,Medium/Medium,Normal (170-185),No,,78,47,60,68,64,62
Paris Adot,Paris Alejandro Adot Barandiarán,68,68,31,180,70,SD Ponferradina,Spanish Segunda División,SUB,Spain,Right,5,2,High/High,Stocky (170-185),No,1400000,75,57,62,63,62,72
Borja Garcés,Borja Garcés Moreno,68,79,21,183,71,CD Leganés,Spanish Segunda División,SUB,Spain,Right,3,3,Medium/Medium,Lean (170-185),No,,62,72,50,68,31,49
D. Dressel,Dennis Dressel,68,78,22,186,76,TSV 1860 München,German 3. Bundesliga,CDM,Germany,Left,3,2,High/Medium,Lean (185+),No,4500000,70,64,64,65,60,72
E. Iñíguez,Emanuel Iñíguez,68,73,24,177,70,Club Atlético Aldosivi,Argentina Primera División,RB,Argentina,Right,3,2,Medium/High,Lean (170-185),No,2600000,70,30,52,60,67,64
T. Mohr,Tobias Mohr,68,69,25,183,78,1. FC Heidenheim 1846,German 2. Bundesliga,LM,Germany,Left,4,3,High/Medium,Lean (170-185),No,2300000,79,65,64,69,57,65
A. Yıldırım,Aygün Yıldırım,68,69,26,180,75,SSV Jahn Regensburg,German 2. Bundesliga,SUB,Germany,Right,4,4,High/Medium,Normal (170-185),No,2300000,81,64,56,74,23,60
E. Vandenabeele,Éric Vandenabeele,68,68,29,184,77,Valenciennes FC,French Ligue 2,SUB,France,Right,2,2,Low/Medium,Normal (170-185),No,1800000,44,38,43,49,68,78
G. Laura,Gaëtan Laura,68,71,25,178,82,Paris FC,French Ligue 2,ST,France,Right,3,3,Medium/Medium,Normal (170-185),No,2900000,85,65,51,69,24,77
Jimmy,Jaime Suárez Juesas,68,75,24,170,68,Real Oviedo,Spanish Segunda División,CDM,Spain,Right,2,2,Low/Medium,Normal (170-),No,4100000,69,45,64,67,63,64
Daniel Fuzato,Daniel Cerântula Fuzato,68,74,23,190,86,Roma,Italian Serie A,SUB,Brazil,Right,3,1,Medium/Medium,Normal (185+),Yes,2900000,,,,,,
T. Cognat,Timothé Cognat,68,74,23,173,67,Servette FC,Swiss Super League,LCM,France,Right,4,3,High/Medium,Normal (170-185),No,3100000,79,60,68,72,61,67
H. Magnetti,Hugo Magnetti,68,74,23,180,75,Stade Brestois 29,French Ligue 1,SUB,France,Left,3,3,Medium/High,Stocky (170-185),No,4000000,57,49,63,69,62,75
Álex López,Alejandro López Moreno,68,75,24,176,68,CD Mirandés,Spanish Segunda División,SUB,Spain,Right,3,2,Medium/Medium,Normal (170-185),No,4200000,63,57,67,67,58,56
Vitinho,Victor Alexander da Silva,68,77,21,175,73,KSV Cercle Brugge,Belgian Jupiler Pro League,RWB,Brazil,Right,4,3,High/Medium,Normal (170-185),No,4300000,83,40,59,73,60,65
Y. Magnin,Yohann Magnin,68,75,24,183,71,Clermont Foot 63,French Ligue 1,RES,France,Right,3,3,Medium/Medium,Lean (170-185),No,5100000,70,50,61,71,67,56
F. Becker,Finn Ole Becker,68,79,21,177,74,FC St. Pauli,German 2. Bundesliga,RCM,Germany,Left,3,3,Medium/Medium,Lean (170-185),No,4700000,73,49,65,74,53,58
L. Sibley,Louie Sibley,68,82,19,180,74,Derby County,English League Championship,RM,England,Left,3,3,High/Medium,Lean (170-185),No,7300000,66,63,63,70,54,63
H. Weydandt,Hendrik Weydandt,68,70,25,195,94,Hannover 96,German 2. Bundesliga,SUB,Germany,Right,3,2,High/Medium,Stocky (185+),Yes,2500000,76,65,45,57,33,80
Cristian,Cristian Rodríguez Pérez,68,71,25,181,70,SD Ponferradina,Spanish Segunda División,SUB,Spain,Right,3,3,Medium/Medium,Lean (170-185),No,2700000,75,59,69,71,58,65
B. Goller,Benjamin Goller,68,76,22,180,67,SV Darmstadt 98,German 2. Bundesliga,RM,Germany,Right,3,3,High/Medium,Lean (170-185),No,,81,65,59,73,52,52
Avilés,Javier Avilés Cortés,68,74,23,180,72,CD Leganés,Spanish Segunda División,RM,Spain,Right,4,4,Medium/Medium,Lean (170-185),No,3400000,71,61,64,69,23,49
Joaquín,Joaquín Muñoz Benavides,68,77,22,172,67,SD Huesca,Spanish Segunda División,RM,Spain,Left,5,4,Medium/Medium,Normal (170-185),No,4900000,81,61,58,72,24,54
Miguel Luís,Miguel Mariz Luís,68,76,22,180,73,Raków Częstochowa,Polish T-Mobile Ekstraklasa,SUB,Portugal,Right,4,3,Medium/Medium,Normal (170-185),No,4200000,67,63,68,70,60,64
Valery,Valery Fernández Estrada,68,79,21,182,75,Girona FC,Spanish Segunda División,SUB,Spain,Right,3,3,Medium/Medium,Lean (170-185),No,4900000,85,59,59,70,62,61
B. Diakité,Bafodé Diakité,68,77,20,186,82,Toulouse Football Club,French Ligue 2,SUB,France,Right,3,2,Medium/High,Normal (185+),No,4900000,61,38,57,55,68,72
H. Massengo,Han-Noah Massengo,68,81,19,175,70,Bristol City,English League Championship,RDM,France,Right,3,3,Medium/High,Lean (170-185),No,6800000,71,47,63,71,66,64
G. Biancone,Giulian Biancone,68,78,21,187,79,ESTAC Troyes,French Ligue 1,LWB,France,Right,4,3,High/Medium,Normal (185+),No,5700000,72,47,59,67,61,74
K. Pröger,Kai Pröger,68,68,29,177,73,SC Paderborn 07,German 2. Bundesliga,RW,Germany,Right,3,3,High/Medium,Normal (170-185),No,1900000,87,66,56,71,38,66
J. Ramsey,Jacob Ramsey,68,83,20,180,72,Aston Villa,English Premier League,LCM,England,Right,3,3,Medium/Medium,Lean (170-185),No,7300000,67,58,62,71,44,60
Diogo Calila,Diogo dos Santos Cabral,68,77,22,180,73,Belenenses SAD,Portuguese Liga ZON SAGRES,SUB,Portugal,Right,3,3,High/Medium,Normal (170-185),No,6000000,77,47,57,70,62,67
Ruan,Ruan Gregório Teixeira,68,71,26,170,66,Orlando City Soccer Club,USA Major League Soccer,RB,Brazil,Right,3,2,Medium/High,Normal (170-),No,2400000,93,31,59,68,59,67
Abdu Conté,Abdu Cadri Conté,68,77,23,183,76,Moreirense FC,Portuguese Liga ZON SAGRES,LB,Portugal,Left,2,3,Medium/High,Stocky (170-185),No,6000000,76,46,52,65,65,76
L. Buchanan,Lee Buchanan,68,78,20,175,73,Derby County,English League Championship,LB,England,Left,2,2,Medium/Medium,Lean (170-185),No,5300000,70,41,54,67,64,64
C. Gasper,Chase Gasper,68,72,25,183,84,Minnesota United FC,USA Major League Soccer,LB,United States,Left,3,2,Medium/Medium,Normal (170-185),No,2500000,78,34,54,63,63,72
Paulino,Paulino de la Fuente Gómez,68,74,24,181,70,Málaga CF,Spanish Segunda División,RM,Spain,Left,3,3,Medium/Medium,Normal (170-185),No,3400000,72,63,65,70,32,53
P. Bardy,Pierre Bardy,68,69,28,182,71,Rodez Aveyron Football,French Ligue 2,RCB,France,Right,3,2,Medium/Medium,Lean (170-185),No,2000000,54,29,46,58,70,66
Bruno Lourenço,Bruno Miguel Ponces Lourenço,68,77,23,179,74,Estoril Praia,Portuguese Liga ZON SAGRES,CAM,Portugal,Left,3,3,High/Medium,Normal (170-185),No,6200000,66,58,70,71,46,62
R. Boissier,Rémy Boissier,68,69,27,181,73,Rodez Aveyron Football,French Ligue 2,CM,France,Right,3,3,Medium/High,Lean (170-185),No,2600000,69,65,67,67,65,70
Samuel Lino,Samuel Dias Lino,68,76,21,178,66,Gil Vicente FC,Portuguese Liga ZON SAGRES,ST,Brazil,Right,3,2,Medium/Medium,Normal (170-185),No,6100000,74,67,58,73,30,60
L. Requena,Leandro Daniel Requena,68,68,33,186,80,Club de Deportes Cobresal,Chilian Campeonato Nacional,GK,Argentina,Left,3,1,Medium/Medium,Normal (185+),No,540000,,,,,,
Joan Femenías,Joan Femenías del Salto,68,74,24,183,79,Real Oviedo,Spanish Segunda División,GK,Spain,Right,2,1,Medium/Medium,Normal (170-185),No,2700000,,,,,,
L. Picco,Leonel Marcelo Picco,68,78,21,188,79,Arsenal de Sarandí,Argentina Primera División,SUB,Argentina,Right,3,2,Medium/Medium,Lean (185+),No,4300000,54,50,59,62,64,72
Pedro Augusto,Pedro Augusto Borges da Costa,68,75,24,181,75,CD Tondela,Portuguese Liga ZON SAGRES,SUB,Brazil,Left,5,2,Medium/Medium,Lean (170-185),No,5300000,63,43,61,62,66,69
J. Leweling,Jamie Leweling,68,82,20,184,86,SpVgg Greuther Fürth,German 1. Bundesliga,SUB,Germany,Right,3,3,Medium/Medium,Normal (170-185),No,7000000,84,59,58,73,31,68
I. Lihadji,Isaac Lihadji,68,82,19,177,70,LOSC Lille,French Ligue 1,SUB,France,Left,3,4,Medium/Medium,Lean (170-185),Yes,7300000,79,59,62,73,26,42
Bermejo,Sergio Bermejo Lillo,68,74,23,170,68,Real Zaragoza,Spanish Segunda División,RM,Spain,Left,3,3,High/Medium,Normal (170-),No,3400000,75,57,65,74,38,51
K. Álvarez,Kevin Nahin Álvarez Campos,68,77,22,176,66,Pachuca,Mexican Liga MX,RB,Mexico,Right,3,2,High/Medium,Lean (170-185),No,4900000,74,45,56,64,63,63
R. Fulgencio,Raymundo de Jesús Fulgencio Román,68,80,21,176,65,Tigres U.A.N.L.,Mexican Liga MX,SUB,Mexico,Right,3,3,High/Medium,Lean (170-185),Yes,5400000,85,54,62,69,52,60
A. Martínez,Adrián Emmanuel Martínez,68,68,28,180,75,Club Cerro Porteño,Paraguayan Primera División,SUB,Argentina,Left,3,3,Medium/Medium,Normal (170-185),No,2600000,71,64,49,64,34,77
Leo Coelho,Leonardo Henriques Coelho,68,69,28,189,88,Club Atlético de San Luis,Mexican Liga MX,SUB,Brazil,Right,3,2,High/Low,Normal (185+),No,2000000,69,43,54,52,70,68
Antoñín,Antonio Cortés Heredia,68,78,21,182,71,Málaga CF,Spanish Segunda División,LS,Spain,Right,3,3,Medium/Medium,Lean (170-185),No,,80,67,56,70,23,56
Cristo Romero,Cristo Jesús Romero Gómez,68,78,21,173,62,Real Sociedad B,Spanish Segunda División,LB,Spain,Left,3,3,High/Medium,Normal (170-185),No,,76,50,63,70,62,52
M. Luna Diale,Mauro Luna Diale,68,77,22,173,71,Unión de Santa Fe,Argentina Primera División,SUB,Argentina,Right,3,3,High/Medium,Normal (170-185),No,4600000,77,64,62,70,46,52
Anderson Oliveira,Anderson de Oliveira da Silva,68,77,22,171,64,Portimonense SC,Portuguese Liga ZON SAGRES,LW,Brazil,Right,4,3,High/Medium,Normal (170-185),No,6200000,76,60,60,74,29,44
T. Becker,Timo Becker,68,73,24,186,81,FC Schalke 04,German 2. Bundesliga,SUB,Germany,Right,4,2,Medium/High,Normal (185+),No,2700000,70,39,54,56,67,75
Nilton Varela,Nilton Varela Lopes,68,77,20,182,76,Belenenses SAD,Portuguese Liga ZON SAGRES,SUB,Portugal,Left,2,3,High/Medium,Lean (170-185),No,5800000,74,50,58,70,65,68
G. Mikautadze,Georges Mikautadze,68,77,20,178,72,Seraing,Belgian Jupiler Pro League,RES,France,Right,3,3,Medium/Medium,Normal (170-185),No,,77,73,61,72,38,65
D. Ayala,Maximiliano David Ayala,68,84,18,173,62,Estudiantes de La Plata,Argentina Primera División,SUB,Argentina,Left,3,3,Medium/Medium,Lean (170-185),No,6200000,72,45,62,67,63,58
M. Esquivel,Matías Eduardo Esquivel,68,79,22,167,64,Club Atlético Lanús,Argentina Primera División,SUB,Argentina,Left,3,3,Medium/Medium,Lean (170-),No,4600000,84,66,70,74,52,62
D. Dike,Daryl Dike,68,80,21,188,100,Orlando City Soccer Club,USA Major League Soccer,SUB,United States,Right,4,2,High/Low,Stocky (185+),No,5100000,69,68,45,63,19,78
Nico González,Nicolás González Iglesias,68,83,19,188,86,FC Barcelona,Spain Primera Division,RES,Spain,Right,3,4,Medium/Medium,Lean (185+),No,7800000,71,60,66,66,55,67
Juande,Juan de Dios Rivas Margalef,68,79,21,185,78,Málaga CF,Spanish Segunda División,SUB,Spain,Right,3,2,Medium/Medium,Normal (185+),No,4500000,65,34,52,51,70,66
Joelson Fernandes,Joelson Augusto Mendes Mango Fernandes,68,84,18,172,64,FC Basel 1893,Swiss Super League,RES,Portugal,Right,4,4,Medium/Medium,Lean (170-185),No,,89,60,58,76,24,42
A. Tanghe,Anton Willy Tanghe,68,76,22,187,70,KV Oostende,Belgian Jupiler Pro League,RCB,Belgium,Right,3,2,Low/High,Lean (185+),No,4100000,60,26,51,50,70,69
Barbero,Iván Martínez Gonzálvez,68,77,22,186,78,CA Osasuna,Spain Primera Division,RES,Spain,Right,3,3,Medium/Medium,Normal (185+),No,6200000,71,67,48,65,21,65
J. Antiste,Janis Antiste,68,79,18,182,77,Spezia,Italian Serie A,SUB,France,Right,3,3,Medium/Medium,Normal (170-185),No,5200000,82,69,51,69,20,56
F. Gerometta,Francisco Joel Gerometta,68,75,21,175,72,Gimnasia y Esgrima La Plata,Argentina Primera División,RB,Argentina,Right,4,2,Medium/Medium,Normal (170-185),No,,76,50,56,68,62,66
Morato,Felipe Rodrigues da Silva,68,84,20,190,88,SL Benfica,Portuguese Liga ZON SAGRES,SUB,Brazil,Left,2,2,Medium/Medium,Normal (185+),No,7900000,63,35,51,59,66,78
M. Thiaw,Malick Laye Thiaw,68,81,19,191,80,FC Schalke 04,German 2. Bundesliga,RCB,Germany,Right,5,2,Medium/Medium,Normal (185+),No,6000000,65,43,54,58,68,69
J. Ngankam,Jessic Gaïtan Ngankam,68,79,20,182,80,SpVgg Greuther Fürth,German 1. Bundesliga,RES,Germany,Right,4,2,Medium/Medium,Normal (170-185),No,,76,67,59,69,26,70
L. Netz,Luca Netz,68,85,18,180,83,Borussia Mönchengladbach,German 1. Bundesliga,SUB,Germany,Left,3,2,High/Medium,Normal (170-185),No,6700000,77,43,56,65,64,61
V. Lobry,Victor Lobry,68,71,26,181,74,Pau FC,French Ligue 2,CAM,France,Left,3,2,Medium/Medium,Normal (170-185),No,2900000,73,65,69,68,52,65
A. Onana,Amadou Zeund Georges Ba Mvom Onana,68,83,19,195,76,LOSC Lille,French Ligue 1,SUB,Belgium,Right,4,2,Medium/High,Normal (185+),No,6800000,71,53,61,67,66,74
T. Dolan,Tyrhys Dolan,68,83,19,164,63,Blackburn Rovers,English League Championship,RW,England,Right,3,4,High/Medium,Lean (170-),No,7300000,82,56,62,74,41,46
Matheus Silva,Matheus de Barros da Silva,68,74,23,182,73,Moreirense FC,Portuguese Liga ZON SAGRES,SUB,Brazil,Right,3,2,High/Medium,Normal (170-185),No,4100000,83,43,51,63,63,68
T. Pembélé,Timothée Joseph Pembélé,68,81,18,182,76,FC Girondins de Bordeaux,French Ligue 1,RWB,France,Right,3,3,Medium/Medium,Lean (170-185),No,,85,46,61,70,63,61
R. Tesuri,Renzo Iván Tesuri,68,71,25,166,60,Atlético Tucumán,Argentina Primera División,SUB,Argentina,Right,4,2,High/Medium,Normal (170-),No,2500000,80,64,64,72,38,50
Pablo Moreno,Pablo Moreno Taboada,68,81,19,174,73,Girona FC,Spanish Segunda División,SUB,Spain,Right,3,4,Medium/Medium,Normal (170-185),No,,78,67,53,71,21,56
Pedro Ferreira,Pedro Miguel Dinis Ferreira,68,76,23,183,79,Aalborg BK,Danish Superliga,RCM,Portugal,Right,3,3,Medium/Medium,Stocky (170-185),No,3600000,67,42,56,61,66,77
Pep Chavarría,Josep María Chavarría Pérez,68,76,23,174,72,Real Zaragoza,Spanish Segunda División,LB,Spain,Left,2,3,High/Medium,Normal (170-185),No,4700000,81,46,62,68,59,70
B. Soppy,Brandon Soppy,68,81,19,181,80,Udinese Calcio,Italian Serie A,SUB,France,Right,3,2,High/Medium,Normal (170-185),No,6500000,78,39,60,66,63,71
Carlos Augusto,Carlos Augusto Zopolato Neves,68,76,22,184,75,AC Monza,Italian Serie B,LB,Brazil,Left,2,2,Medium/Medium,Normal (170-185),No,4700000,67,36,57,62,68,66
José Fontán,José Manuel Fontán Mondragón,68,78,21,185,76,RC Celta de Vigo,Spain Primera Division,SUB,Spain,Left,3,2,Medium/Medium,Lean (185+),No,6000000,65,45,56,61,71,58
Iván Azón,Iván Azón Monzón,68,82,18,182,78,Real Zaragoza,Spanish Segunda División,RS,Spain,Right,2,2,High/High,Stocky (170-185),No,6200000,63,68,52,63,36,80
C. Diakité,Check Oumar Diakité,68,79,18,173,63,Paris FC,French Ligue 2,CAM,France,Right,3,3,High/High,Lean (170-185),No,4900000,68,53,64,73,62,55
