short_name,long_name,overall,potential,age,height_cm,weight_kg,club_name,league_name,club_position,nationality,preferred_foot,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,pace,shooting,passing,dribbling,defending,physic
M. Urbańczyk,Maciej Urbańczyk,63,65,26,172,70,PGE FKS Stal Mielec,Polish T-Mobile Ekstraklasa,RCM,Poland,Right,2,2,Medium/High,Normal (170-185),No,748000,62,45,55,62,60,65
P. Brough,Patrick John Brough,63,66,25,191,74,Barrow,English League Two,LWB,England,Left,2,2,Medium/High,Lean (185+),No,1000000,67,46,53,57,60,76
M. de Iriondo,Manuel Ignacio de Iriondo,63,64,28,179,75,Grenoble Foot 38,French Ligue 2,SUB,Argentina,Right,3,2,Medium/High,Normal (170-185),No,867000,66,54,56,59,61,74
P. Becker,Pablo Ignacio Becker,63,63,28,173,72,Club Atlético Aldosivi,Argentina Primera División,RES,Argentina,Right,2,3,Medium/Medium,Lean (170-185),No,689000,76,57,67,67,48,56
O. Palmer,Oliver James Palmer,63,63,29,196,92,AFC Wimbledon,English League One,ST,England,Right,3,2,Medium/High,Stocky (185+),No,831000,62,62,45,56,25,78
O. Hadžikić,Osman Hadžikić,63,67,25,186,85,FC Flyeralarm Admira,Austrian Football Bundesliga,SUB,Austria,Right,3,1,Medium/Medium,Normal (185+),No,801000,,,,,,
D. Węglarz,Damian Węglarz,63,67,25,189,81,Wisła Płock,Polish T-Mobile Ekstraklasa,RES,Poland,Right,2,1,Medium/Medium,Normal (185+),No,748000,,,,,,
Sebas Moyano,Francisco Sebastián Moyano Jiménez,63,69,24,173,66,CD Lugo,Spanish Segunda División,RES,Spain,Right,3,3,Medium/Medium,Lean (170-185),No,1300000,68,54,59,68,35,39
R. Espejord,Runar Espejord,63,67,25,189,86,Tromsø IL,Norwegian Eliteserien,LS,Norway,Right,4,2,High/Low,Normal (185+),No,,62,64,49,58,29,66
A. Ceesay,Assan Torrez Ceesay,63,64,27,189,75,FC Zürich,Swiss Super League,RS,Gambia,Left,2,2,Medium/Medium,Lean (185+),No,839000,88,61,54,61,33,64
I. Łasicki,Igor Michał Łasicki,63,65,26,184,70,Pogoń Szczecin,Polish T-Mobile Ekstraklasa,RES,Poland,Right,2,2,Medium/High,Normal (170-185),No,748000,47,34,48,48,62,71
A. Mandrea,Anthony Mandrea,63,69,24,186,78,Angers SCO,French Ligue 1,RES,France,Right,2,1,Medium/Medium,Normal (185+),No,1400000,,,,,,
B. Gladwin,Benjamin Thomas Gladwin,63,63,29,190,86,Swindon Town,English League Two,CAM,England,Right,4,3,Medium/Medium,Normal (185+),No,831000,67,57,64,64,56,73
K. Al Kaabi,Khalid Hussain Al Kabi,63,63,29,171,63,Al Faisaly,Saudi Abdul L. Jameel League,SUB,Saudi Arabia,Right,3,3,High/Medium,Lean (170-185),No,784000,83,57,55,65,21,51
M. Al Saiari,Mohammed Al Saiari,63,63,28,182,80,Al Faisaly,Saudi Abdul L. Jameel League,SUB,Saudi Arabia,Right,3,2,Medium/Medium,Normal (170-185),No,825000,69,61,53,60,36,74
S. Križman,Sandi Križman,63,63,31,179,74,SC Rheindorf Altach,Austrian Football Bundesliga,LS,Croatia,Right,2,2,High/Low,Normal (170-185),No,580000,71,61,60,61,30,61
S. Mensiro,Samuel Laryea Mensiro,63,63,32,175,74,Östersunds FK,Swedish Allsvenskan,RCB,Ghana,Right,2,2,Medium/High,Normal (170-185),No,406000,74,38,53,57,56,76
Lee Chan Dong,이찬동 李灿东,63,63,28,183,80,GwangJu FC,Korean K League 1,SUB,Korea Republic,Right,3,2,Medium/High,Stocky (170-185),No,594000,56,58,60,60,65,77
D. Gardner,Danny Gardner,63,63,31,185,80,Doncaster Rovers,English League One,LM,England,Right,4,3,Medium/Medium,Normal (185+),No,700000,65,61,62,64,52,64
G. O'Neill,Gary O'Neill,63,65,26,180,76,Shamrock Rovers,Rep. Ireland Airtricity League,SUB,Republic of Ireland,Right,3,2,Medium/Medium,Normal (170-185),No,975000,57,56,62,60,61,71
Y. Barnawi,Yaseen Omar Barnawi,63,63,27,175,72,Al Faisaly,Saudi Abdul L. Jameel League,SUB,Saudi Arabia,Right,3,2,Medium/Medium,Normal (170-185),No,784000,71,38,52,59,59,72
Y. Pambou,Yves Simon Pambou Loembet,63,67,25,171,68,Gaz Metan Mediaş,Romanian Liga I,RES,Congo,Left,3,3,Medium/High,Lean (170-185),No,962000,71,48,60,66,60,61
Liao Lisheng,廖力生,63,63,28,178,66,Guangzhou FC,Chinese Super League,RCM,China PR,Right,3,3,Medium/Medium,Lean (170-185),No,760000,67,59,62,63,63,65
Shin Chang Moo,신창무 申昶武,63,63,28,170,67,Gangwon FC,Korean K League 1,RES,Korea Republic,Left,3,3,Medium/Medium,Normal (170-),No,594000,67,58,61,65,44,66
Koo Dae Young,구대영 Dae Young Koo,63,63,29,177,72,Suwon Samsung Bluewings,Korean K League 1,SUB,Korea Republic,Right,4,3,Medium/Medium,Normal (170-185),No,531000,72,38,51,63,58,66
Han Rongze,韩镕泽,63,64,28,190,80,Shandong Taishan,Chinese Super League,SUB,China PR,Left,3,1,Medium/Medium,Normal (185+),No,609000,,,,,,
J. Lindseth,Jonathan Lindseth,63,67,25,182,71,Sarpsborg 08 FF,Norwegian Eliteserien,LM,Norway,Right,3,3,Medium/Medium,Lean (170-185),No,894000,71,56,60,69,58,67
Aidi Fulangxisi,艾迪·弗朗西斯,63,63,30,180,77,Shanghai Shenhua FC,Chinese Super League,RB,China PR,Right,3,2,Low/Medium,Lean (170-185),No,620000,70,35,53,58,63,72
G. Mutombo,Gabriel Mutombo Kupa,63,67,25,191,75,ESTAC Troyes,French Ligue 1,SUB,France,Left,2,2,Low/Medium,Lean (185+),No,1200000,36,26,45,40,63,73
Kim Young Bin,김영빈 金永斌,63,64,29,184,79,Gangwon FC,Korean K League 1,LCB,Korea Republic,Right,3,2,Low/High,Normal (170-185),No,596000,66,26,49,43,61,73
T. James,Thomas Lynn James,63,68,25,180,75,Leyton Orient,English League Two,RB,Wales,Right,3,2,Medium/High,Normal (170-185),No,1200000,72,55,58,60,59,69
Lee Tae Hee,이태희 李泰熙,63,68,26,188,87,Incheon United FC,Korean K League 1,GK,Korea Republic,Right,3,1,Medium/Medium,Normal (185+),No,729000,,,,,,
J. Beesley,Jake Elliott Beesley,63,67,24,188,76,Rochdale,English League Two,ST,England,Right,2,2,Medium/Medium,Lean (185+),No,1300000,71,61,49,61,44,68
T. Davies,Thomas Christopher Davies,63,63,29,185,78,Tranmere Rovers,English League Two,RCB,England,Right,2,2,Low/High,Normal (185+),No,700000,58,27,41,46,62,75
E. Ersu,Erten Ersu,63,65,27,195,92,İttifak Holding Konyaspor,Turkish Süper Lig,SUB,Turkey,Right,2,1,Medium/Medium,Normal (185+),No,934000,,,,,,
N. Anderton,Nick Anderton,63,64,25,188,79,Bristol Rovers,English League Two,LCB,England,Left,2,2,Medium/High,Normal (185+),No,958000,66,44,54,57,59,71
E. Haugan,Eirik Haugan,63,67,23,180,70,Östersunds FK,Swedish Allsvenskan,LCB,Norway,Right,2,2,Medium/Medium,Lean (170-185),No,828000,59,27,46,55,64,65
P. Mystkowski,Przemysław Mystkowski,63,66,23,174,62,Jagiellonia Białystok,Polish T-Mobile Ekstraklasa,SUB,Poland,Left,2,3,Medium/Low,Lean (170-185),No,926000,73,59,58,66,29,57
N. Teichgräber,Niklas Teichgräber,63,68,25,178,73,TSV Havelse,German 3. Bundesliga,LM,Germany,Left,2,2,High/Medium,Normal (170-185),No,991000,73,41,55,64,57,63
B. Spittal,Blair Spittal,63,66,25,183,72,Ross County FC,Scottish Premiership,RM,Scotland,Right,3,3,Medium/Medium,Lean (170-185),No,1100000,80,57,57,63,46,56
S. Dooley,Stephen Paul Dooley,63,63,29,180,80,Rochdale,English League Two,LCM,Northern Ireland,Right,3,3,High/Medium,Normal (170-185),No,831000,70,59,61,66,56,52
A. Singh,Amrinder Singh,63,66,28,186,80,ATK Mohun Bagan FC,Indian Super League,GK,India,Right,1,1,Medium/Medium,Normal (185+),No,641000,,,,,,
A. Peña,Alejandro Agustín Peña Montero,63,63,32,182,75,Montevideo City Torque,Uruguayan Primera División,SUB,Uruguay,Right,3,2,Medium/High,Lean (170-185),No,806000,66,51,61,64,56,64
T. Pett,Thomas George Pett,63,63,29,173,70,Port Vale,English League Two,CM,England,Right,4,3,Medium/Medium,Normal (170-185),No,831000,65,56,62,68,54,53
Li Yunqiu,李运秋,63,63,30,174,69,Shanghai Shenhua FC,Chinese Super League,SUB,China PR,Right,3,2,Medium/Medium,Lean (170-185),No,659000,73,47,54,59,59,64
H. Konaté,Yored Hillel Konaté,63,64,26,182,77,Valenciennes FC,French Ligue 2,SUB,Côte d'Ivoire,Right,2,1,Medium/Medium,Normal (170-185),No,776000,,,,,,
T. Mokwa,Tomasz Mokwa,63,63,28,182,83,Piast Gliwice,Polish T-Mobile Ekstraklasa,SUB,Poland,Right,3,2,Medium/Medium,Normal (170-185),No,574000,68,46,55,62,58,63
F. Børsting,Frederik Børsting,63,64,26,178,74,Aalborg BK,Danish Superliga,SUB,Denmark,Right,4,2,High/High,Stocky (170-185),No,762000,70,59,56,61,62,78
O. Zawada,Oskar Zawada,63,67,25,192,83,Jeju United FC,Korean K League 1,SUB,Poland,Right,3,2,Medium/Medium,Normal (185+),No,894000,74,59,51,58,26,71
M. Reinthaler,Maximilian Reinthaler,63,66,26,193,83,FSV Zwickau,German 3. Bundesliga,RCB,Italy,Right,3,2,Medium/Medium,Lean (185+),No,839000,65,45,55,56,62,72
N. Bürgy,Nicolas Sandro Bürgy,63,66,25,185,75,BSC Young Boys,Swiss Super League,RES,Switzerland,Right,3,2,Low/Medium,Lean (185+),No,906000,48,29,43,46,64,65
K. Burger,Korbinian Burger,63,65,26,189,74,1. FC Magdeburg,German 3. Bundesliga,RES,Germany,Left,3,2,Medium/Medium,Normal (185+),No,801000,59,28,52,54,63,71
J. Sellars,Jerrell Anthony Sellars,63,65,25,173,73,Östersunds FK,Swedish Allsvenskan,SUB,England,Left,3,3,Medium/Medium,Lean (170-185),No,795000,78,59,58,65,35,58
M. Eberwein,Michael Eberwein,63,66,25,192,78,Hallescher FC,German 3. Bundesliga,CAM,Germany,Right,4,3,High/Medium,Lean (185+),No,953000,72,61,60,64,34,68
Li Shenglong,李圣龙,63,63,28,181,75,Shanghai Port FC,Chinese Super League,LS,China PR,Right,3,3,Medium/High,Lean (170-185),No,775000,77,60,55,60,44,69
T. Loska,Tomasz Loska,63,68,25,189,85,Bruk-Bet Termalica Nieciecza,Polish T-Mobile Ekstraklasa,GK,Poland,Right,2,1,Medium/Medium,Normal (185+),No,784000,,,,,,
L. Rose,Liam Rose,63,72,24,175,73,Macarthur FC,Australian Hyundai A-League,RDM,Australia,Right,4,2,Medium/Medium,Lean (170-185),No,1500000,75,47,56,61,56,77
J. Günther-Schmidt,Julian Günther-Schmidt,63,64,26,183,82,1. FC Saarbrücken,German 3. Bundesliga,CAM,Germany,Right,3,3,Medium/Medium,Normal (170-185),No,877000,69,63,59,65,29,69
D. Mitov,Dimitar Mitov,63,68,24,188,76,Cambridge United,English League One,GK,Bulgaria,Right,3,1,Medium/Medium,Lean (185+),No,1000000,,,,,,
E. Binaku,Egzon Binaku,63,66,25,185,70,IFK Norrköping,Swedish Allsvenskan,SUB,Albania,Left,3,3,Medium/Medium,Lean (185+),No,762000,81,41,52,65,57,64
H. Charsley,Henry William James Charsley,63,69,24,175,64,Mansfield Town,English League Two,SUB,Republic of Ireland,Right,3,3,Medium/High,Lean (170-185),No,1500000,67,58,62,66,56,65
L. Page,Lewis Robert Page,63,68,25,178,72,Harrogate Town,English League Two,LB,England,Left,3,2,High/Medium,Normal (170-185),No,1200000,74,39,54,62,61,54
L. Sutton,Jack Levi Sutton,63,68,24,180,74,Bradford City,English League Two,RDM,England,Right,2,2,High/Medium,Lean (170-185),No,1200000,77,45,57,63,59,70
C. Colkett,Charlie Colkett,63,65,24,176,74,Östersunds FK,Swedish Allsvenskan,SUB,England,Left,3,3,Medium/Medium,Normal (170-185),No,828000,55,52,68,64,56,58
R. Poole,Regan Leslie Poole,63,70,23,184,74,Lincoln City,English League One,RB,Wales,Right,3,2,Medium/Medium,Normal (170-185),Yes,1800000,67,31,56,58,61,71
A. Al Ammar,Abdullah Khalid Al Ammar,63,64,27,177,70,Damac FC,Saudi Abdul L. Jameel League,LB,Saudi Arabia,Left,3,2,High/Medium,Lean (170-185),No,863000,73,47,60,64,55,63
R. Smith,Renny Piers Smith,63,68,24,183,76,WSG Tirol,Austrian Football Bundesliga,SUB,Austria,Right,3,2,Medium/Medium,Normal (170-185),No,1100000,65,58,63,63,58,62
F. Lesniak,Filip Lesniak,63,66,25,176,70,Wisła Płock,Polish T-Mobile Ekstraklasa,SUB,Slovakia,Left,3,2,Medium/High,Normal (170-185),No,819000,52,52,58,59,60,69
L. Andrenacci,Lorenzo Andrenacci,63,63,26,188,77,Genoa,Italian Serie A,RES,Italy,Right,3,1,Medium/Medium,Normal (185+),No,675000,,,,,,
Samu Casado,Samuel Casado Conde,63,70,24,187,77,Real Valladolid CF,Spanish Segunda División,RES,Spain,Right,3,1,Medium/Medium,Normal (185+),No,1500000,,,,,,
L. Garnier,Luis Yamil Garnier,63,63,38,172,73,Club Atlético Sarmiento,Argentina Primera División,SUB,Argentina,Right,2,2,High/Medium,Normal (170-185),No,160000,63,40,51,61,60,67
D. Harvie,Daniel William Harvie,63,69,22,180,65,Milton Keynes Dons,English League One,LWB,Scotland,Left,3,2,High/Medium,Lean (170-185),No,1400000,74,43,54,60,58,63
L. Desmond,Lee Desmond,63,67,26,183,75,St. Patrick's Athletic,Rep. Ireland Airtricity League,LCB,Republic of Ireland,Left,3,2,Low/High,Normal (170-185),No,975000,52,44,56,58,62,70
B. Karamoko,Benjamin Kantie Karamoko,63,68,26,187,75,Sarpsborg 08 FF,Norwegian Eliteserien,SUB,Côte d'Ivoire,Right,3,2,Low/Medium,Normal (185+),No,828000,39,29,39,39,63,73
L. Armstrong,Luke Thomas Armstrong,63,66,24,185,73,Harrogate Town,English League Two,RS,England,Right,3,2,Medium/Low,Lean (185+),No,1200000,72,61,43,61,25,69
D. Hümmet,Deniz Hümmet,63,68,24,189,80,Çaykur Rizespor,Turkish Süper Lig,SUB,Turkey,Right,3,3,High/Low,Normal (185+),No,1500000,60,64,52,61,28,71
D. Dianessy,Djibril Dianessy,63,68,25,182,66,Pau FC,French Ligue 2,SUB,France,Left,4,3,High/Low,Lean (170-185),No,1300000,71,62,54,66,28,46
P. Kpozo,Patrick Kpozo,63,67,23,180,77,Östersunds FK,Swedish Allsvenskan,LWB,Ghana,Left,2,2,Medium/Medium,Normal (170-185),No,861000,81,34,56,64,52,69
Kim Sung Ju,김성주 金胜俊,63,63,30,179,73,Pohang Steelers,Korean K League 1,SUB,Korea Republic,Left,3,3,Medium/Medium,Normal (170-185),No,594000,58,60,63,63,57,61
O. Finney,Oliver Vincent Finney,63,71,23,170,69,Crewe Alexandra,English League One,LCM,England,Left,3,3,Medium/Medium,Normal (170-),No,2100000,73,60,61,66,52,49
G. Lapslie,George Robert Lapslie,63,69,23,180,74,Mansfield Town,English League Two,CAM,England,Right,3,2,Medium/Medium,Lean (170-185),No,1500000,66,58,60,64,56,62
Bae Jae Woo,배재우 裴栽于,63,63,28,174,74,Ulsan Hyundai FC,Korean K League 1,SUB,Korea Republic,Right,3,2,Medium/Medium,Stocky (170-185),No,553000,77,28,49,59,59,67
C. Rosel,Carlos Iván Rosel Bermont,63,64,25,167,67,Fútbol Club Juárez,Mexican Liga MX,SUB,Mexico,Right,3,2,Medium/Medium,Normal (170-),No,1000000,80,48,59,65,55,61
S. McWilliams,Shaun Daniel McWilliams,63,68,22,180,69,Northampton Town,English League Two,SUB,England,Right,3,2,Medium/High,Lean (170-185),No,1200000,69,52,58,62,59,65
Pedro López,Pedro López Rodríguez,63,70,24,177,75,CD Lugo,Spanish Segunda División,SUB,Spain,Right,3,2,Medium/Medium,Lean (170-185),No,1600000,61,31,46,45,63,67
F. Kelleher,Fiacre Blane Kelleher,63,66,25,190,80,Bradford City,English League Two,SUB,Republic of Ireland,Right,3,2,High/High,Lean (185+),No,1000000,55,31,42,45,61,77
F. Krogstad,Fredrik Krogstad,63,66,26,181,80,Lillestrøm SK,Norwegian Eliteserien,SUB,Norway,Right,2,2,Medium/Medium,Normal (170-185),No,828000,65,54,64,63,56,68
P. O'Connor,Padhraic John O'Connor,63,69,23,191,77,Bradford City,English League Two,RCB,Republic of Ireland,Right,3,2,Medium/Medium,Lean (185+),No,1400000,51,21,39,45,62,77
E. Onariase,Osaore Emmanuel Onariase,63,68,24,190,77,Scunthorpe United,English League Two,CB,England,Right,3,2,Medium/Medium,Normal (185+),No,1200000,55,31,43,49,62,75
P. Kotal,Pritam Kotal,63,63,27,179,75,ATK Mohun Bagan FC,Indian Super League,RCB,India,Right,3,2,Low/High,Normal (170-185),No,641000,72,39,48,53,60,76
O. Fisher,Oniel David Fisher,63,63,29,175,70,LA Galaxy,USA Major League Soccer,SUB,Jamaica,Right,3,3,Medium/Medium,Normal (170-185),No,638000,73,36,56,66,60,56
J. Gundersen,Jostein Maurstad Gundersen,63,69,25,186,82,Tromsø IL,Norwegian Eliteserien,LCB,Norway,Right,3,2,Medium/Medium,Normal (185+),No,979000,55,35,47,47,63,66
R. Amin,Rewan Amin,63,65,25,179,75,Östersunds FK,Swedish Allsvenskan,SUB,Netherlands,Right,3,3,Medium/Medium,Normal (170-185),No,795000,60,54,64,66,55,65
F. Azemi,Fitim Azemi,63,63,29,185,81,Stabæk Fotball,Norwegian Eliteserien,SUB,Norway,Right,3,3,Medium/Medium,Normal (185+),No,594000,77,59,53,62,36,68
J. Sterry,Jamie Michael Sterry,63,68,25,180,76,Hartlepool United,English League Two,RWB,England,Right,3,2,High/Medium,Lean (170-185),No,1200000,74,49,55,62,57,70
M. Ofkir,Mohamed Ofkir,63,66,24,178,71,Sarpsborg 08 FF,Norwegian Eliteserien,SUB,Norway,Right,3,3,Medium/Medium,Normal (170-185),No,861000,84,56,54,67,30,50
R. Sallinger,Raphael Lukas Sallinger,63,67,25,196,84,TSV Egger Glas Hartberg,Austrian Football Bundesliga,SUB,Austria,Right,3,1,Medium/Medium,Lean (185+),No,801000,,,,,,
A. May,Adam John May,63,68,23,182,73,Cambridge United,English League One,SUB,England,Right,2,2,Medium/Medium,Lean (170-185),No,1300000,73,57,59,63,58,68
D. Reimann,Dominik Reimann,63,68,24,186,82,1. FC Magdeburg,German 3. Bundesliga,GK,Germany,Right,3,1,Medium/Medium,Normal (185+),No,877000,,,,,,
A. Lajami,Ali Mohammed Ali Lajami,63,70,25,178,75,Al Nassr,Saudi Abdul L. Jameel League,SUB,Saudi Arabia,Right,4,2,Medium/Medium,Lean (170-185),No,1700000,76,47,53,55,63,70
J. McGing,Jake McGing,63,64,27,184,74,Macarthur FC,Australian Hyundai A-League,SUB,Australia,Right,3,2,Medium/High,Lean (170-185),No,663000,61,37,52,54,63,70
L. Sekulski,Łukasz Sekulski,63,63,30,187,78,Wisła Płock,Polish T-Mobile Ekstraklasa,LS,Poland,Right,3,3,Medium/Medium,Normal (185+),No,641000,70,62,39,63,26,69
H. Rodgers,Harvey James Rodgers,63,68,24,188,79,Accrington Stanley,English League One,LCB,England,Right,2,2,Medium/Medium,Normal (185+),No,1200000,68,39,53,58,60,69
M. Diallo,Moussa Diallo,63,67,24,184,74,Servette FC,Swiss Super League,SUB,France,Right,2,2,Medium/Medium,Lean (170-185),No,991000,68,43,54,61,59,68
A. Georgen,Alec Georgen,63,74,22,172,67,AJ Auxerre,French Ligue 2,SUB,France,Right,3,2,Medium/Medium,Lean (170-185),No,2000000,72,49,55,66,60,55
Z. Westbrooke,Zain Sam Westbrooke,63,66,24,180,70,Bristol Rovers,English League Two,SUB,England,Right,3,3,Medium/Low,Lean (170-185),No,1200000,64,61,65,64,56,58
Hélder Tavares,Hélder Luís Lopes Vieira Tavares,63,63,31,178,73,FC Voluntari,Romanian Liga I,SUB,Cape Verde Islands,Right,2,2,Medium/High,Lean (170-185),No,439000,59,55,58,60,61,67
J. Quintero,Jarlín Medardo Quintero León,63,63,27,182,80,Sport Huancayo,Peruvian Primera División,SUB,Colombia,Right,2,2,Medium/Medium,Lean (170-185),No,1100000,69,65,49,63,22,61
M. Bagayoko,Mamadou Bagayoko,63,63,31,175,66,FC U Craiova 1948,Romanian Liga I,SUB,Côte d'Ivoire,Right,3,3,High/Medium,Lean (170-185),No,473000,76,27,52,61,62,62
R. Sharahili,Riyadh Sharahili,63,63,28,185,77,Abha Club,Saudi Abdul L. Jameel League,SUB,Saudi Arabia,Right,3,2,High/Medium,Normal (185+),No,701000,49,49,57,60,58,75
F. Schubert,Fabian Schubert,63,64,26,194,84,FC St. Gallen 1879,Swiss Super League,LS,Austria,Right,3,2,High/Medium,Lean (185+),No,877000,71,63,46,54,34,73
W. Jääskeläinen,William Jääskeläinen,63,72,22,183,73,Crewe Alexandra,English League One,SUB,Finland,Left,3,1,Medium/Medium,Normal (170-185),No,1800000,,,,,,
V. Sanogo,Vamara Sanogo,63,66,26,186,85,Górnik Zabrze,Polish T-Mobile Ekstraklasa,SUB,France,Left,3,2,Medium/Low,Normal (185+),No,891000,74,60,50,62,26,77
Carlos Travisso,Carlos Adilson Travisso Rocha,63,63,25,180,75,Juventude,Campeonato Brasileiro Série A,SUB,Brazil,Right,3,1,Medium/Medium,Normal (170-185),No,760000,,,,,,
Fachendinho,Tiago Vanderlei Fagundes Fachini,63,63,29,181,74,Santos,Campeonato Brasileiro Série A,SUB,Brazil,Right,3,3,Medium/Medium,Normal (170-185),No,903000,44,66,53,64,26,65
A. Al Zain,Ahmed Al Zain,63,63,29,182,65,Al Raed,Saudi Abdul L. Jameel League,SUB,Saudi Arabia,Left,4,3,High/Low,Lean (170-185),No,784000,76,58,56,66,42,61
F. Horsfall,Fraser Matthew Horsfall,63,66,24,190,82,Northampton Town,English League Two,RCB,England,Right,3,2,Medium/Medium,Normal (185+),No,1000000,54,32,42,40,61,77
I. Çipe,İsmail Çipe,63,66,26,197,82,Galatasaray SK,Turkish Süper Lig,RES,Turkey,Right,2,1,Medium/Medium,Normal (185+),No,986000,,,,,,
A. Peña,Alexis Francisco Peña López,63,67,25,185,79,Cruz Azul,Mexican Liga MX,SUB,Mexico,Right,3,2,Medium/Medium,Normal (185+),No,1100000,62,41,49,47,64,67
C. Blackett-Taylor,Corey Josiah Paul Blackett-Taylor,63,70,23,170,75,Charlton Athletic,English League One,SUB,England,Right,5,3,High/Low,Normal (170-),No,1900000,91,57,52,66,22,67
B. Hanlan,Brandon Alex Graham Hanlan,63,69,24,182,83,Wycombe Wanderers,English League One,SUB,England,Right,3,3,High/High,Normal (170-185),No,1500000,84,62,50,64,35,71
A. Iacovitti,Alexander Iacovitti,63,69,23,193,68,Ross County FC,Scottish Premiership,LCB,Scotland,Left,3,2,Medium/Medium,Normal (185+),No,1400000,68,35,50,50,61,75
N. Tzanev,Nikola Tzanev,63,68,24,195,90,AFC Wimbledon,English League One,GK,New Zealand,Right,1,1,Medium/Medium,Lean (185+),No,1000000,,,,,,
M. Roman,Mihai Alexandru Roman,63,63,29,191,80,Universitatea Craiova,Romanian Liga I,RES,Romania,Left,2,2,High/Low,Normal (185+),No,641000,55,65,53,59,36,66
Ian Soler,Ían Pino Soler,63,68,25,188,80,Zagłębie Lubin,Polish T-Mobile Ekstraklasa,LCB,Spain,Right,3,2,Low/Medium,Lean (185+),No,891000,59,33,45,45,63,66
M. Weymans,Marco Weymans,63,66,23,175,70,Östersunds FK,Swedish Allsvenskan,SUB,Burundi,Left,3,2,High/Medium,Stocky (170-185),No,795000,79,44,54,63,54,72
B. Konaté,Brahim Konaté,63,68,25,183,67,CF Fuenlabrada,Spanish Segunda División,SUB,France,Right,3,2,High/Medium,Lean (170-185),No,1200000,63,47,61,67,62,63
M. Hilßner,Marcel Hilßner,63,64,26,183,80,Coventry City,English League Championship,RES,Germany,Left,2,3,Medium/Medium,Stocky (170-185),No,1100000,62,65,63,63,49,60
M. Brink,Mark Brink Christensen,63,68,23,174,73,Silkeborg IF,Danish Superliga,CM,Denmark,Right,3,2,Medium/Medium,Normal (170-185),No,961000,66,54,62,65,59,66
J. Lokilo,Jason Eyenga-Lokilo,63,69,22,175,65,Górnik Łęczna,Polish T-Mobile Ekstraklasa,SUB,Congo DR,Left,3,3,Medium/Medium,Lean (170-185),No,1200000,85,56,58,67,27,49
R. McKenzie,Robbie McKenzie,63,71,22,184,75,Gillingham,English League One,RB,England,Right,2,2,Medium/Medium,Normal (170-185),No,2000000,61,44,56,56,61,72
D. Bergqvist,Jan Douglas Bergqvist,63,65,28,185,87,Kalmar FF,Swedish Allsvenskan,LCB,Sweden,Right,4,2,Medium/Medium,Stocky (185+),No,629000,53,31,50,54,58,81
N. D'Agostino,Nicholas D'Agostino,63,68,23,175,77,Melbourne Victory,Australian Hyundai A-League,SUB,Australia,Right,4,2,High/Medium,Stocky (170-185),No,961000,82,57,55,63,36,69
Kim Geon Woong,김건웅 金建熊,63,71,23,185,81,Suwon FC,Korean K League 1,CB,Korea Republic,Right,3,2,Medium/Medium,Normal (185+),No,1500000,62,48,55,59,58,70
D. Margush,Daniel Margush,63,70,23,187,80,Western Sydney Wanderers,Australian Hyundai A-League,GK,Australia,Right,2,1,Medium/Medium,Normal (185+),No,1200000,,,,,,
F. Prce,Franjo Prce,63,69,25,185,79,SC East Bengal FC,Indian Super League,LCB,Croatia,Left,3,2,High/Medium,Normal (185+),No,1000000,66,40,51,51,64,71
Xu Xin,徐新,63,65,27,179,70,Shandong Taishan,Chinese Super League,SUB,China PR,Right,2,2,Medium/Medium,Lean (170-185),No,853000,66,51,56,59,59,72
Liao Junjian,廖均健,63,65,27,183,77,Wuhan FC,Chinese Super League,LCB,China PR,Right,3,2,Medium/Medium,Normal (170-185),No,813000,62,50,56,61,63,72
T. Washington,Taylor Washington,63,63,27,178,77,Nashville SC,USA Major League Soccer,SUB,United States,Left,2,2,Low/High,Normal (170-185),No,689000,73,25,41,37,63,57
Chi Wenyi,池文一,63,63,33,183,76,Hebei FC,Chinese Super League,SUB,China PR,Right,1,1,Medium/Medium,Normal (170-185),No,248000,,,,,,
A. Tarbell,Andrew Tarbell,63,65,27,191,88,Austin FC,USA Major League Soccer,SUB,United States,Right,2,1,Medium/Medium,Normal (185+),No,686000,,,,,,
C. Masterson,Conor Masterson,63,74,22,185,75,Cambridge United,English League One,SUB,Republic of Ireland,Right,3,2,Medium/Medium,Normal (185+),No,,51,33,39,37,65,64
R. Tranberg,Robin Tranberg,63,64,28,186,81,Varbergs BoIS FC,Swedish Allsvenskan,SUB,Sweden,Right,3,2,Low/Medium,Normal (185+),No,629000,60,50,61,60,57,75
Han Hee Hoon,한희훈 韩献熙,63,63,30,183,78,GwangJu FC,Korean K League 1,RDM,Korea Republic,Right,3,2,Medium/High,Normal (170-185),No,500000,53,23,35,41,64,75
J. Caletti,Joe Kato Caletti,63,68,22,162,60,Adelaide United,Australian Hyundai A-League,SUB,Australia,Right,3,2,Medium/High,Lean (170-),No,894000,69,42,58,66,60,62
K. Otani,幸輝 大谷,63,63,32,186,90,Hokkaido Consadole Sapporo,Japanese J. League Division 1,SUB,Japan,Right,2,1,Medium/Medium,Normal (185+),No,300000,,,,,,
T. Umesaki,梅崎 司,63,63,34,169,67,Oita Trinita,Japanese J. League Division 1,SUB,Japan,Right,4,3,Medium/Medium,Normal (170-),No,288000,49,65,63,67,41,60
